NumStories,ParcelID,Height_Ft,FromH7,Residential Exemption,AC Type,Address,Bath Style 1,Bath Style 2,Bath Style 3,Bathrooms,Bedrooms,Classification Code,Commercial units,Community Preservation,Condition,Exterior Condition,Exterior Finish,FY2024 Building value,FY2024 Gross Tax,FY2024 Land Value,FY2024 Net Tax,FY2024 Total Assessed Value,Fireplaces,Foundation,Grade,Half Bathrooms,Heat Type,Interior Condition,Kitchen Style 1,Kitchen Style 2,Kitchen Style 3,Kitchen Type,Land Use,Living Area,Lot Size,Mixed-use units,Number of Kitchens,Other Fixtures,Parking Spots,Personal Exemption,Property Type,Quality,Residential Exemption,Residential units,Roof Cover,Roof Structure,Size/sqft,Style,Total Rooms,Total units (sum of values),Total units,Type,View,Year Built,distance,formatted,lat,lon,Centr_Lat,Centr_Lon,GoogleLnk,Ground_Elevation_Ft,Model_LOD,ZMax,ZMin
3,1501031000,13.30000583,0,"$3,610.53 ",None,40  HOLIDAY ST BOSTON MA 02122,Semi-Modern,Modern,Modern,3,9,0105 (Residential Property  / THREE-FAM DWELLING),,$73.66 ,,Average,Vinyl,"$880,500.00 ","$12,066.30 ","$226,500.00 ","$8,529.43 ","$1,107,000.00 ",0,Stone,Average,0,Ht Water/Steam,Average,Modern,Modern,Semi-Modern,3 Full Eat In Kitchens,105 - THREE-FAM DWELLING,"3,987 sq ft","3,550 sq ft",,3,0,2,No,Three Family,,Yes,,Rubber Roof,Flat,,Decker,15,,,,Average,1910,0.9455373,"40 Holiday Street, Dorchester, MA 02122, United States of America",42.30266,-71.0685,42.30266772,-71.06850481,"https://www.google.com/maps/search//@42.3006677222429,-71.0685048127352,263a,35y,39.46t/data=!3m1!1e3",49.2,1,62.50000583,44.50004183
3,1501591001,31.23287371,0,$0.00 ,None,159  ADAMS ST BOSTON MA 02122,Modern,Modern,Modern,3,8,0105 (Residential Property  / THREE-FAM DWELLING),,$98.47 ,,Average,Asbestos,"$794,500.00 ","$10,937.06 ","$208,900.00 ","$11,035.53 ","$1,003,400.00 ",0,Stone,Average,0,Forced Hot Air,Good,Modern,Modern,Modern,3 Full Eat In Kitchens,105 - THREE-FAM DWELLING,"3,681 sq ft","2,405 sq ft",,3,0,0,No,Three Family,,No,,Composition,Flat,,Decker,17,,,,Average,1905,0,"159 Adams Street, Boston, MA 02122, United States of America",42.30335985,-71.0608897,42.3033658,-71.06088773,"https://www.google.com/maps/search//@42.3013657972446,-71.0608877298442,263a,35y,39.46t/data=!3m1!1e3",54.26708612,1,85.49995983,47.50003583
2.5,1500101000,21.24278593,0,$0.00 ,Central AC,31  DUNCAN ST BOSTON MA 02122,Modern,Modern,Modern,3,6,0105 (Residential Property  / THREE-FAM DWELLING),,$82.55 ,,Good,Vinyl,"$668,400.00 ","$9,344.57 ","$188,900.00 ","$9,427.12 ","$857,300.00 ",0,Brick,Average,1,Forced Hot Air,Good,Modern,Modern,Modern,3 Full Eat In Kitchens,105 - THREE-FAM DWELLING,"2,308 sq ft","2,200 sq ft",,3,0,4,No,Three Family,,No,,Asphalt Shingl,Gable,,Conventional,12,,,,Average,1910,0,"31 Duncan Street, Boston, MA 02122, United States of America",42.3022208,-71.05832231,42.30226753,-71.05835404,"https://www.google.com/maps/search//@42.30026752670639,-71.05835404208135,263a,35y,39.46t/data=!3m1!1e3",11.25561407,1.5,32.4984,1.2941
3,1500713000,37.57996383,0,$0.00 ,None,6  BOYD ST BOSTON MA 02124,Semi-Modern,Semi-Modern,Semi-Modern,3,9,0105 (Residential Property  / THREE-FAM DWELLING),,$87.18 ,,Average,Vinyl,"$693,700.00 ","$9,807.82 ","$206,100.00 ","$9,895.00 ","$899,800.00 ",0,Stone,Average,0,Forced Hot Air,Average,Semi-Modern,Semi-Modern,Semi-Modern,3 Full Eat In Kitchens,105 - THREE-FAM DWELLING,"3,320 sq ft","3,240 sq ft",,3,0,0,No,Three Family,,No,,Rubber Roof,Flat,,Decker,15,,,,Average,1910,0.916581175,"6 Boyd Street, Dorchester, MA 02124, United States of America",42.30042,-71.06824,42.30042793,-71.06824304,"https://www.google.com/maps/search//@42.2984279302064,-71.0682430432516,263a,35y,39.46t/data=!3m1!1e3",45.92,1,83.49996383,41.00004883
3,1502143000,19.83994683,0,"$3,610.53 ",None,116  CLARKSON ST BOSTON MA 02125,Modern,Modern,Modern,3,6,0105 (Residential Property  / THREE-FAM DWELLING),,$54.47 ,,Average,Vinyl,"$710,000.00 ","$10,147.90 ","$221,000.00 ","$6,591.84 ","$931,000.00 ",0,Stone,Average,0,Forced Hot Air,Good,Modern,Modern,Modern,3 Full Eat In Kitchens,105 - THREE-FAM DWELLING,"2,652 sq ft","4,536 sq ft",,3,0,4,No,Three Family,,Yes,,Composition,Flat,,Decker,15,,,,Average,1905,0.666210174,"116 Clarkson Street, Dorchester, MA 02125, United States of America",42.30725,-71.06993,42.30725513,-71.06993418,"https://www.google.com/maps/search//@42.3052551334006,-71.069934178214,263a,35y,39.46t/data=!3m1!1e3",72.16,1,91.99994683,65.49999983
2,1502297000,8.319910833,0,$0.00 ,None,59  OLNEY ST BOSTON MA 02121,No Remodeling,,,1,5,0101 (Residential Property  / SINGLE FAM DWELLING),,$30.56 ,,Fair,Vinyl,"$188,800.00 ","$4,146.36 ","$191,600.00 ","$4,176.92 ","$380,400.00 ",0,Stone,Average,0,Ht Water/Steam,Average,No Remodeling,,,1 Full Eat In Kitchens,101 - SINGLE FAM DWELLING,"1,808 sq ft","3,848 sq ft",,1,0,2,No,One Family,,No,,Asphalt Shingl,Gable,,Colonial,8,,,,Average,1900,0,"59 Olney Street, Boston, MA 02212, United States of America",42.30569905,-71.07166707,42.30570544,-71.07167003,"https://www.google.com/maps/search//@42.303705440537996,-71.0716700280645,263a,35y,39.46t/data=!3m1!1e3",101.68,1,109.9999108,94.99994083
3,1500958000,34.39993083,0,"$3,610.53 ",None,4  LEVANT ST BOSTON MA 02122,Modern,Modern,Modern,3,12,0105 (Residential Property  / THREE-FAM DWELLING),,$77.55 ,Fair,Average,Asbestos,"$935,600.00 ","$12,455.43 ","$207,100.00 ","$8,922.45 ","$1,142,700.00 ",0,Stone,Average,0,Forced Hot Air,Good,Modern,Modern,Modern,3 Full Eat In Kitchens,105 - THREE-FAM DWELLING,"3,966 sq ft","2,925 sq ft",,3,0,0,No,Three Family,AVERAGE,Yes,,Rubber Roof,Flat,21,Decker,18,,,Shed,Average,1905,0.82079838,"4 Levant Street, Dorchester, MA 02122, United States of America",42.303317,-71.070771,42.30331,-71.07077417,"https://www.google.com/maps/search//@42.301310001794896,-71.070774175219,263a,35y,39.46t/data=!3m1!1e3",65.6,1,99.99993083,59.00001283
3,1501199000,36.29995983,0,$0.00 ,,81  HOMES AV BOSTON MA 02122,,,,,,0995 (Exempt Property Type / CONDO MAIN),0,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,,,,,,,,,,,0 sq ft,"4,875 sq ft",0,,,,No,Condo Main Building,,No,0,,,,,,"$1,245,500 ",0,,,1900,0,"81 Homes Avenue, Boston, MA 02212, United States of America",42.30302065,-71.06765866,42.30303591,-71.06766479,"https://www.google.com/maps/search//@42.3010359129839,-71.0676647858321,263a,35y,39.46t/data=!3m1!1e3",49.2,1,85.49995983,46.00003883
2.5,1600858000,22.76003283,0,"$3,610.53 ",None,27  BOURNESIDE ST BOSTON MA 02122,Modern,Modern,,2,6,0104 (Residential Property  / TWO-FAM DWELLING),,$57.41 ,Average,Average,Wood Shake,"$678,600.00 ","$10,441.11 ","$279,300.00 ","$6,887.99 ","$957,900.00 ",0,Stone,Good,0,Ht Water/Steam,Average,Semi-Modern,Semi-Modern,,2 Full Eat In Kitchens,104 - TWO-FAM DWELLING,"3,926 sq ft","5,868 sq ft",,2,0,3,No,Two Family,AVERAGE,Yes,,Asphalt Shingl,Gable,820,Conventional,15,,,Deck/Patio,Average,1900,0,"27 Bourneside Street, Boston, MA 02124, United States of America",42.29687195,-71.06297318,42.29688582,-71.06297586,"https://www.google.com/maps/search//@42.294885815688396,-71.0629758648421,263a,35y,39.46t/data=!3m1!1e3",26.24,1,49.00003283,19.50009183
2.5,1501160000,34.39065176,0,"$3,610.53 ",None,39  LONGFELLOW ST BOSTON MA 02122,Semi-Modern,Semi-Modern,,2,6,0104 (Residential Property  / TWO-FAM DWELLING),,$18.84 ,,Average,Asbestos,"$393,700.00 ","$6,584.69 ","$210,400.00 ","$2,993.00 ","$604,100.00 ",0,Stone,Average,0,Ht Water/Steam,Average,Semi-Modern,Semi-Modern,,2 Full Eat In Kitchens,104 - TWO-FAM DWELLING,"3,165 sq ft","3,346 sq ft",,2,0,0,No,Two Family,,Yes,,Asphalt Shingl,Gable,,Conventional,13,,,,Average,1900,0,"39 Longfellow Street, Boston, MA 02122, United States of America",42.30278945,-71.06488437,42.30280675,-71.06488108,"https://www.google.com/maps/search//@42.300806745454196,-71.0648810794935,263a,35y,39.46t/data=!3m1!1e3",51.10930807,1,85.49995983,49.00003283
3,1401332000,37.93987783,0,$0.00 ,None,17  BULLARD ST BOSTON MA 02121,Semi-Modern,Semi-Modern,Semi-Modern,3,12,0105 (Residential Property  / THREE-FAM DWELLING),,$97.24 ,,Average,Vinyl,"$728,100.00 ","$10,813.89 ","$264,000.00 ","$10,911.13 ","$992,100.00 ",0,Stone,Average,0,Ht Water/Steam,Average,Semi-Modern,Semi-Modern,Semi-Modern,3 Full Eat In Kitchens,105 - THREE-FAM DWELLING,"4,380 sq ft","5,305 sq ft",,3,0,0,No,Three Family,,No,,Composition,Flat,,Decker,21,,,,Average,1905,0,"17 Bullard Street, Boston, MA 02212, United States of America",42.30256475,-71.07267878,42.30257358,-71.07268547,"https://www.google.com/maps/search//@42.3005735809712,-71.0726854681304,263a,35y,39.46t/data=!3m1!1e3",88.56,1,126.4998778,81.99996683
2,1700277020,29.53986183,0,$0.00 ,None,11  CHAMPLAIN CI BOSTON MA 02124,Semi-Modern,Semi-Modern,,1,2,0101 (Residential Property  / SINGLE FAM DWELLING),,$28.67 ,,Average,Wood Shake,"$253,800.00 ","$3,956.70 ","$109,200.00 ","$3,985.37 ","$363,000.00 ",0,Concrete,Average,1,Electric,Average,Semi-Modern,,,1 Full Eat In Kitchens,101 - SINGLE FAM DWELLING,936 sq ft,"1,656 sq ft",,1,0,1,No,One Family,,No,,Asphalt Shingl,Gable,,Row Middle,4,,,,Average,1984,0.764935359,"11 Champlain Circle, Dorchester, MA 02124, United States of America",42.296017,-71.074421,42.29601227,-71.07442775,"https://www.google.com/maps/search//@42.2940122664866,-71.0744277483731,263a,35y,39.46t/data=!3m1!1e3",104.96,1,134.4998618,104.9999208
2.5,1600743000,3.631009417,0,"$3,610.53 ",None,126  MELVILLE AV BOSTON MA 02124,Semi-Modern,Semi-Modern,Semi-Modern,5,8,0104 (Residential Property  / TWO-FAM DWELLING),,$61.90 ,,Average,Vinyl,"$705,400.00 ","$10,890.19 ","$293,700.00 ","$7,341.56 ","$999,100.00 ",1,Stone,Average,1,Ht Water/Steam,Average,Semi-Modern,No Remodeling,,2 Full Eat In Kitchens,104 - TWO-FAM DWELLING,"4,969 sq ft","6,880 sq ft",,2,0,4,No,Two Family,,Yes,,Asphalt Shingl,Gable,,Conventional,17,,,,Average,1895,1.438045857,"126 Melville Avenue, Boston, MA 02124, United States of America",42.2962551,-71.06164561,42.29625903,-71.06153433,"https://www.google.com/maps/search//@42.2942590282086,-71.061534331692,263a,35y,39.46t/data=!3m1!1e3",36.08,1.5,39.71100942,31.12014733
2,1600712000,29.60003883,0,$0.00 ,None,335-337 ADAMS ST BOSTON MA 02122,Modern,Semi-Modern,Semi-Modern,2,6,0104 (Residential Property  / TWO-FAM DWELLING),,$65.98 ,,Average,Vinyl,"$498,500.00 ","$7,687.77 ","$206,800.00 ","$7,753.75 ","$705,300.00 ",0,Stone,Average,1,Forced Hot Air,Average,Modern,Semi-Modern,,2 Full Eat In Kitchens,104 - TWO-FAM DWELLING,"3,336 sq ft","4,947 sq ft",,2,0,3,No,Two Family,,No,,Asphalt Shingl,Hip,,Duplex,12,,,,Average,1900,0,"335,337 Adams Street, Boston, MA 02122, United States of America",42.2978199,-71.05704167,42.29782437,-71.05704844,"https://www.google.com/maps/search//@42.2958243656634,-71.0570484417155,263a,35y,39.46t/data=!3m1!1e3",16.4,1,46.00003883,10.00011083
2,1501525000,23.71883212,0,"$3,610.53 ",None,225-227 WESTVILLE ST BOSTON MA 02122,Modern,Modern,Modern,3,6,0104 (Residential Property  / TWO-FAM DWELLING),,$26.66 ,,Average,Vinyl,"$493,700.00 ","$7,366.22 ","$182,100.00 ","$3,782.35 ","$675,800.00 ",0,Stone,Average,0,Forced Hot Air,Good,Modern,Modern,,2 Full Eat In Kitchens,104 - TWO-FAM DWELLING,"2,586 sq ft","2,625 sq ft",,2,0,0,No,Two Family,,Yes,,Asphalt Shingl,Gable,,Conventional,13,,,,Average,1900,0,"225 Westville Street, Boston, MA 02122, United States of America",42.3017289,-71.06386595,42.30174202,-71.06387158,"https://www.google.com/maps/search//@42.2997420194181,-71.0638715777764,263a,35y,39.46t/data=!3m1!1e3",35.28118071,1,59.00001283,31.00006883
3,1702346000,36.17993383,0,$0.00 ,None,81  DAKOTA ST BOSTON MA 02124,Semi-Modern,No Remodeling,No Remodeling,3,12,0105 (Residential Property  / THREE-FAM DWELLING),,$116.47 ,Fair,Average,Vinyl,"$881,400.00 ","$12,736.65 ","$287,100.00 ","$12,853.12 ","$1,168,500.00 ",0,Stone,Average,0,Ht Water/Steam,Average,Semi-Modern,No Remodeling,No Remodeling,3 Full Eat In Kitchens,105 - THREE-FAM DWELLING,"4,212 sq ft","5,120 sq ft",,3,0,6,No,Three Family,AVERAGE,No,,Rubber Roof,Flat,400,Decker,18,,,Garage,Average,1905,0,"81 Dakota Street, Boston, MA 02212, United States of America",42.2993443,-71.06931445,42.2993554,-71.06930767,"https://www.google.com/maps/search//@42.297355397575295,-71.0693076662694,263a,35y,39.46t/data=!3m1!1e3",62.32,1,98.49993383,56.00001883
3,1501244000,31.23995683,0,$0.00 ,None,90  HOMES AV BOSTON MA 02122,Semi-Modern,Semi-Modern,Semi-Modern,3,9,0105 (Residential Property  / THREE-FAM DWELLING),,$117.51 ,,Good,Vinyl,"$900,300.00 ","$12,841.29 ","$277,800.00 ","$12,958.80 ","$1,178,100.00 ",0,Stone,Average,1,Ht Water/Steam,Average,Semi-Modern,Semi-Modern,Semi-Modern,3 Full Eat In Kitchens,105 - THREE-FAM DWELLING,"4,446 sq ft","6,928 sq ft",,3,0,3,No,Three Family,,No,,Composition,Flat,,Decker,18,,,,Average,1905,0,"90 Homes Avenue, Boston, MA 02212, United States of America",42.30342885,-71.06744283,42.30344384,-71.06745227,"https://www.google.com/maps/search//@42.301443834820496,-71.0674522676669,263a,35y,39.46t/data=!3m1!1e3",55.76,1,86.99995683,49.00003283
2,1501192000,31.35998283,0,"$3,610.53 ",None,6  LONGFELLOW ST BOSTON MA 02122,No Remodeling,Semi-Modern,,2,6,0104 (Residential Property  / TWO-FAM DWELLING),,$26.80 ,Average,Average,Wood Shake,"$448,700.00 ","$7,380.39 ","$228,400.00 ","$3,796.66 ","$677,100.00 ",0,Stone,Average,0,Forced Hot Air,Average,No Remodeling,Semi-Modern,,2 Full Eat In Kitchens,104 - TWO-FAM DWELLING,"3,000 sq ft","4,439 sq ft",,2,0,2,No,Two Family,AVERAGE,Yes,,Asphalt Shingl,Gable,25,Conventional,11,,,Shed,Average,1900,0,"6 Longfellow Street, Boston, MA 02212, United States of America",42.302504,-71.06748664,42.3025298,-71.06749412,"https://www.google.com/maps/search//@42.300529796292395,-71.0674941174723,263a,35y,39.46t/data=!3m1!1e3",42.64,1,73.99998283,37.50005583
3,1500038000,34.38818198,0,$0.00 ,None,26  DICKENS ST BOSTON MA 02122,Semi-Modern,Semi-Modern,Semi-Modern,3,9,0105 (Residential Property  / THREE-FAM DWELLING),,$82.94 ,,Average,Vinyl,"$625,000.00 ","$9,383.81 ","$235,900.00 ","$9,466.75 ","$860,900.00 ",0,Brick,Average,0,Forced Hot Air,Good,Semi-Modern,Semi-Modern,Semi-Modern,3 Full Eat In Kitchens,105 - THREE-FAM DWELLING,"3,126 sq ft","3,682 sq ft",,3,0,0,No,Three Family,,No,,Rubber Roof,Flat,,Decker,15,,,,Average,1910,0,"26 Dickens Street, Boston, MA 02122, United States of America",42.3010181,-71.05784025,42.30103669,-71.05785132,"https://www.google.com/maps/search//@42.29903669404927,-71.0578513210181,263a,35y,39.46t/data=!3m1!1e3",14.63451802,1.5,49.0227,3.5054
2,1501473000,28.01996983,0,"$3,610.53 ",None,5-7 CORWIN ST BOSTON MA 02122,Modern,Modern,Modern,5,9,0104 (Residential Property  / TWO-FAM DWELLING),,$59.17 ,,Good,Vinyl,"$725,500.00 ","$10,617.69 ","$248,600.00 ","$7,066.33 ","$974,100.00 ",0,Stone,Average,0,Forced Hot Air,Good,Modern,Modern,,2 Full Eat In Kitchens,104 - TWO-FAM DWELLING,"3,374 sq ft","3,322 sq ft",,2,1,0,No,Two Family,,Yes,,Asphalt Shingl,Gable,,Conventional,16,,,,Average,1900,0,"5,7 Corwin Street, Boston, MA 02122, United States of America",42.30205815,-71.06195669,42.30206743,-71.06195323,"https://www.google.com/maps/search//@42.300067427765796,-71.0619532261968,263a,35y,39.46t/data=!3m1!1e3",52.48,1,80.49996983,49.00003283
3,1600778000,31.10003583,0,$0.00 ,,493  GENEVA AV BOSTON MA 02122,,,,,,0995 (Exempt Property Type / CONDO MAIN),0,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,,,,,,,,,,,0 sq ft,"2,855 sq ft",0,,,,No,Condo Main Building,,No,0,,,,,,"$822,400 ",0,,,1900,0.633797799,"493 Geneva Avenue, Dorchester, MA 02124, United States of America",42.298925,-71.064134,42.2989301,-71.06413744,"https://www.google.com/maps/search//@42.2969301009841,-71.0641374392922,263a,35y,39.46t/data=!3m1!1e3",16.4,1,47.50003583,10.00011083
3,1501577000,37.85996983,0,"$3,610.53 ",None,14  ARCADIA ST BOSTON MA 02122,Semi-Modern,Semi-Modern,Semi-Modern,3,13,0105 (Residential Property  / THREE-FAM DWELLING),,$102.89 ,,Average,Asbestos,"$1,054,000.00 ","$14,989.68 ","$321,200.00 ","$11,482.04 ","$1,375,200.00 ",0,Stone,Average,0,Ht Water/Steam,Good,Semi-Modern,Semi-Modern,Semi-Modern,3 Full Eat In Kitchens,105 - THREE-FAM DWELLING,"6,259 sq ft","5,000 sq ft",,3,0,4,No,Three Family,,Yes,,Rubber Roof,Flat,,Decker,22,,,,Average,1905,0,"14 Arcadia Street, Boston, MA 02122, United States of America",42.30165805,-71.06120074,42.30166917,-71.06120588,"https://www.google.com/maps/search//@42.299669165264596,-71.0612058837745,263a,35y,39.46t/data=!3m1!1e3",42.64,1,80.49996983,39.50005183
2,1700277028,22.75986883,0,$0.00 ,None,7  CHAMPLAIN CI BOSTON MA 02124,Semi-Modern,,,1,2,0101 (Residential Property  / SINGLE FAM DWELLING),,$30.45 ,,Average,Wood Shake,"$253,400.00 ","$4,135.46 ","$126,000.00 ","$4,165.91 ","$379,400.00 ",0,Concrete,Average,0,Electric,Average,Semi-Modern,,,1 Full Eat In Kitchens,101 - SINGLE FAM DWELLING,926 sq ft,"2,430 sq ft",,1,0,2,No,One Family,,No,,Asphalt Shingl,Gable,,Row End,4,,,,Average,1984,0.326638564,"9 Champlain Circle, Boston, MA 02124, United States of America",42.2960344,-71.07415582,42.29609927,-71.07409929,"https://www.google.com/maps/search//@42.294099265509395,-71.0740992876217,263a,35y,39.46t/data=!3m1!1e3",108.24,1,130.9998688,104.9999208
2.5,1500851000,24.79998283,0,$0.00 ,Central AC,62-60 CORONA ST BOSTON MA 02124,Semi-Modern,Semi-Modern,Semi-Modern,3,6,0104 (Residential Property  / TWO-FAM DWELLING),,$52.90 ,,Average,Asbestos,"$401,500.00 ","$6,379.77 ","$183,800.00 ","$6,432.67 ","$585,300.00 ",0,Stone,Average,0,Forced Hot Air,Average,Semi-Modern,Semi-Modern,,2 Full Eat In Kitchens,104 - TWO-FAM DWELLING,"2,981 sq ft","2,042 sq ft",,2,0,0,No,Two Family,,No,,Asphalt Shingl,Gable,,Conventional,12,,,,Average,1900,0,"60 Corona Street, Boston, MA 02124, United States of America",42.3015032,-71.06926028,42.30152092,-71.06925272,"https://www.google.com/maps/search//@42.299520923187195,-71.0692527239322,263a,35y,39.46t/data=!3m1!1e3",49.2,1,73.99998283,44.50004183
2,1600717000,13.10007183,0,"$3,610.53 ",None,50-48 PARKMAN ST BOSTON MA 02122,Semi-Modern,Semi-Modern,,2,4,0104 (Residential Property  / TWO-FAM DWELLING),,$3.11 ,,Average,Wood Shake,"$212,000.00 ","$5,011.82 ","$247,800.00 ","$1,404.40 ","$459,800.00 ",0,Stone,Average,0,Forced Hot Air,Fair,No Remodeling,No Remodeling,,2 Full Eat In Kitchens,104 - TWO-FAM DWELLING,"2,266 sq ft","8,408 sq ft",,2,0,2,No,Two Family,,Yes,,Asphalt Shingl,Mansard,,Duplex,10,,,,Average,1900,0,"48,50 Parkman Street, Boston, MA 02122, United States of America",42.29731805,-71.05724628,42.29733942,-71.05726321,"https://www.google.com/maps/search//@42.295339424914296,-71.0572632056587,263a,35y,39.46t/data=!3m1!1e3",16.4,1,29.50007183,11.50010783
2,1702307000,22.92001283,0,"$3,610.53 ",None,21  BLOOMFIELD ST BOSTON MA 02124,Modern,Modern,,2,4,0101 (Residential Property  / SINGLE FAM DWELLING),,$5.31 ,,Average,Vinyl,"$302,100.00 ","$5,232.00 ","$177,900.00 ","$1,626.78 ","$480,000.00 ",0,Stone,Average,0,Ht Water/Steam,Average,Modern,,,1 Full Eat In Kitchens,101 - SINGLE FAM DWELLING,"2,168 sq ft","4,267 sq ft",,1,0,2,No,One Family,,Yes,,Asphalt Shingl,Hip,,Colonial,7,,,,Average,1894,0,"21 Bloomfield Street, Boston, MA 02124, United States of America",42.29967255,-71.06683714,42.29968742,-71.06684566,"https://www.google.com/maps/search//@42.297687418215595,-71.0668456635487,263a,35y,39.46t/data=!3m1!1e3",36.08,1,59.00001283,31.00006883
2,1500836000,21.51998283,0,"$3,610.53 ",None,4  LOUIS D BROWN WY BOSTON MA 02124,Semi-Modern,Semi-Modern,Semi-Modern,3,6,0105 (Residential Property  / THREE-FAM DWELLING),,$30.07 ,,Average,Vinyl,"$499,800.00 ","$7,707.39 ","$207,300.00 ","$4,126.93 ","$707,100.00 ",0,Stone,Average,0,Forced Hot Air,Average,Semi-Modern,Semi-Modern,Semi-Modern,2 Full Eat In Kitchens,105 - THREE-FAM DWELLING,"2,896 sq ft","2,743 sq ft",,3,0,2,No,Three Family,,Yes,,Asphalt Shingl,Gable,,Conventional,12,,,,Average,1915,0,"4 Louis D Brown Way, Boston, MA 02212, United States of America",42.30087045,-71.06917554,42.30088943,-71.06916515,"https://www.google.com/maps/search//@42.2988894291518,-71.0691651447121,263a,35y,39.46t/data=!3m1!1e3",52.48,1,73.99998283,46.00003883
3,1600710000,21.10005583,0,$0.00 ,None,329  ADAMS ST BOSTON MA 02122,No Remodeling,No Remodeling,No Remodeling,3,6,0105 (Residential Property  / THREE-FAM DWELLING),,$78.46 ,,Average,Vinyl,"$578,600.00 ","$8,935.82 ","$241,200.00 ","$9,014.28 ","$819,800.00 ",0,Stone,Average,0,Forced Hot Air,Average,Semi-Modern,Semi-Modern,Semi-Modern,0 Full Eat In Kitchens,105 - THREE-FAM DWELLING,"4,062 sq ft","3,885 sq ft",,3,0,2,No,Three Family,,No,,Rubber Roof,Flat,,Decker,15,,,,Average,1915,0,"329 Adams Street, Boston, MA 02122, United States of America",42.2980545,-71.05720629,42.2980602,-71.05721189,"https://www.google.com/maps/search//@42.2960601963088,-71.0572118934588,263a,35y,39.46t/data=!3m1!1e3",16.4,1,37.50005583,10.00011083
2,1401128000,-0.942788084,0,$0.00 ,,42-44 ROSSETER ST BOSTON MA 02121,,,,,,0995 (Exempt Property Type / CONDO MAIN),0,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,,,,,,,,,,,0 sq ft,"8,572 sq ft",0,,,,No,Condo Main Building,,No,0,,,,,,"$760,000 ",0,,,2007,6.793178297,"135,137 Olney Street, Boston, MA 02121, United States of America",42.30425015,-71.07525075,42.30431289,-71.07509841,"https://www.google.com/maps/search//@42.3023128862608,-71.0750984093563,263a,35y,39.46t/data=!3m1!1e3",104.8820155,1.5,103.9392274,97.55308533
3,1501130000,29.41999983,0,$0.00 ,None,30  RIDGEWOOD ST BOSTON MA 02122,Semi-Modern,Semi-Modern,Semi-Modern,3,6,0105 (Residential Property  / THREE-FAM DWELLING),,$82.70 ,,Average,Vinyl,"$621,100.00 ","$9,359.83 ","$237,600.00 ","$9,442.53 ","$858,700.00 ",0,Stone,Average,0,Forced Hot Air,Average,Semi-Modern,Semi-Modern,Semi-Modern,3 Full Eat In Kitchens,105 - THREE-FAM DWELLING,"3,561 sq ft","3,744 sq ft",,3,0,0,No,Three Family,,No,,Composition,Flat,,Decker,15,,,,Average,1905,0,"30 Ridgewood Street, Boston, MA 02122, United States of America",42.3020887,-71.06639291,42.30210076,-71.06638971,"https://www.google.com/maps/search//@42.3001007580488,-71.0663897151853,263a,35y,39.46t/data=!3m1!1e3",36.08,1,65.49999983,26.00007883
2.5,1401212000,28.87249017,0,$0.00 ,None,18  MALLON RD BOSTON MA 02121,Modern,Semi-Modern,Modern,3,8,0104 (Residential Property  / TWO-FAM DWELLING),,$76.52 ,Fair,Good,Vinyl,"$561,900.00 ","$8,741.80 ","$240,100.00 ","$8,818.32 ","$802,000.00 ",0,Stone,Average,0,Ht Water/Steam,Average,Modern,Semi-Modern,,2 Full Eat In Kitchens,104 - TWO-FAM DWELLING,"4,299 sq ft","4,763 sq ft",,2,0,5,No,Two Family,AVERAGE,No,,Asphalt Shingl,Hip,360,Conventional,14,,,Garage,Average,1910,0,"18 Mallon Road, Boston, MA 02121, United States of America",42.302398,-71.07440045,42.30240723,-71.074401,"https://www.google.com/maps/search//@42.3004072270195,-71.0744009962086,263a,35y,39.46t/data=!3m1!1e3",127.1276567,1,156.0001469,122.9998848
3,1500407000,2.0752645,0,$0.00 ,None,20  EAST ST BOSTON MA 02122,Semi-Modern,Semi-Modern,Semi-Modern,3,14,0105 (Residential Property  / THREE-FAM DWELLING),,$123.15 ,,Good,Wood Shake,"$991,900.00 ","$13,404.82 ","$237,900.00 ","$13,527.97 ","$1,229,800.00 ",0,Stone,Average,0,Forced Hot Air,Average,Semi-Modern,Semi-Modern,Semi-Modern,3 Full Eat In Kitchens,105 - THREE-FAM DWELLING,"3,996 sq ft","3,853 sq ft",,3,0,2,No,Three Family,,No,,Composition,Flat,,Decker,18,,,,Average,1905,2.366246785,"20 East Street, Boston, MA 02122, United States of America",42.3074639,-71.05952685,42.3075589,-71.05959607,"https://www.google.com/maps/search//@42.3055588984496,-71.0595960728093,263a,35y,39.46t/data=!3m1!1e3",42.64,1.5,44.7152645,38.01613092
3,1502268000,34.73009638,0,$0.00 ,,19  EVERTON ST BOSTON MA 02121,,,,,,0995 (Exempt Property Type / CONDO MAIN),0,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,,,,,,,,,,,0 sq ft,"3,110 sq ft",0,,,,No,Condo Main Building,,No,0,,,,,,"$957,000 ",0,,,1905,0,"19 Everton Street, Boston, MA 02121, United States of America",42.304906,-71.07268985,42.30491849,-71.07268537,"https://www.google.com/maps/search//@42.3029184909254,-71.0726853681743,263a,35y,39.46t/data=!3m1!1e3",91.76978145,1,126.4998778,85.49995983
